,FIP,Year,population
25386,53069,2017,4280
25387,53071,2017,60652
25388,53073,2017,221650
25389,53075,2017,49344
25390,53077,2017,250377
25391,54000,2017,1817048
25392,54001,2017,16499
25393,54003,2017,115007
25394,54005,2017,22374
25395,54007,2017,14224
25396,54009,2017,22390
25397,54011,2017,94486
25398,54013,2017,7322
25399,54015,2017,8714
25400,54017,2017,8529
25401,54019,2017,43577
25402,54021,2017,8057
25403,54023,2017,11649
25404,54025,2017,35243
25405,54027,2017,23398
25406,54029,2017,29425
25407,54031,2017,13838
25408,54033,2017,67923
25409,54035,2017,28907
25410,54037,2017,56406
25411,54039,2017,183310
25412,54041,2017,16192
25413,54043,2017,20878
25414,54045,2017,33043
25415,54047,2017,18521
25416,54049,2017,56369
25417,54051,2017,31216
25418,54053,2017,26818
25419,54055,2017,59801
25420,54057,2017,27180
25421,54059,2017,24138
25422,54061,2017,105916
25423,54063,2017,13373
25424,54065,2017,17709
25425,54067,2017,25134
25426,54069,2017,42056
25427,54071,2017,6970
25428,54073,2017,7453
25429,54075,2017,8487
25430,54077,2017,33823
25431,54079,2017,56665
25432,54081,2017,75062
25433,54083,2017,28894
25434,54085,2017,9816
25435,54087,2017,14010
25436,54089,2017,12891
25437,54091,2017,16910
25438,54093,2017,6991
25439,54095,2017,8807
25440,54097,2017,24546
25441,54099,2017,40192
25442,54101,2017,8363
25443,54103,2017,15425
25444,54105,2017,5790
25445,54107,2017,85083
25446,54109,2017,21248
25447,55000,2017,5792051
25448,55001,2017,19891
25449,55003,2017,15513
25450,55005,2017,45164
25451,55007,2017,15033
25452,55009,2017,261863
25453,55011,2017,13107
25454,55013,2017,15313
25455,55015,2017,49994
25456,55017,2017,63762
25457,55019,2017,34569
25458,55021,2017,57236
25459,55023,2017,16223
25460,55025,2017,536780
25461,55027,2017,87750
25462,55029,2017,27480
25463,55031,2017,43327
25464,55033,2017,44699
25465,55035,2017,103674
25466,55037,2017,4356
25467,55039,2017,102371
25468,55041,2017,8970
25469,55043,2017,51806
25470,55045,2017,36847
25471,55047,2017,18785
25472,55049,2017,23714
25473,55051,2017,5672
25474,55053,2017,20474
25475,55055,2017,84775
25476,55057,2017,26479
25477,55059,2017,168582
25478,55061,2017,20397
25479,55063,2017,118116
25480,55065,2017,16689
25481,55067,2017,19171
25482,55069,2017,27766
25483,55071,2017,79140
25484,55073,2017,135415
25485,55075,2017,40290
25486,55077,2017,15283
25487,55078,2017,4643
25488,55079,2017,950588
25489,55081,2017,45617
25490,55083,2017,37526
25491,55085,2017,35287
25492,55087,2017,186064
25493,55089,2017,88430
25494,55091,2017,7246
25495,55093,2017,41983
25496,55095,2017,43387
25497,55097,2017,70608
25498,55099,2017,13406
25499,55101,2017,195949
25500,55103,2017,17488
25501,55105,2017,162320
25502,55107,2017,14179
25503,55109,2017,88607
25504,55111,2017,63918
25505,55113,2017,16391
25506,55115,2017,40881
25507,55117,2017,115235
25508,55119,2017,20333
25509,55121,2017,29361
25510,55123,2017,30737
25511,55125,2017,21706
25512,55127,2017,102956
25513,55129,2017,15770
25514,55131,2017,135063
25515,55133,2017,401070
25516,55135,2017,51153
25517,55137,2017,24186
25518,55139,2017,170375
25519,55141,2017,73112
25520,56000,2017,578934
25521,56001,2017,38430
25522,56003,2017,11879
25523,56005,2017,46251
25524,56007,2017,15242
25525,56009,2017,13744
25526,56011,2017,7424
25527,56013,2017,39834
25528,56015,2017,13404
25529,56017,2017,4686
25530,56019,2017,8442
25531,56021,2017,98460
25532,56023,2017,19259
25533,56025,2017,79556
25534,56027,2017,2397
25535,56029,2017,29189
25536,56031,2017,8561
25537,56033,2017,30132
25538,56035,2017,9759
25539,56037,2017,43547
25540,56039,2017,23261
25541,56041,2017,20456
25542,56043,2017,8035
25543,56045,2017,6986
25544,1000,2018,4887871
25545,1001,2018,55601
25546,1003,2018,218022
25547,1005,2018,24881
25548,1007,2018,22400
25549,1009,2018,57840
25550,1011,2018,10138
25551,1013,2018,19680
25552,1015,2018,114277
25553,1017,2018,33615
25554,1019,2018,26032
25555,1021,2018,44153
25556,1023,2018,12841
25557,1025,2018,23920
25558,1027,2018,13275
25559,1029,2018,14987
25560,1031,2018,51909
25561,1033,2018,54762
25562,1035,2018,12277
25563,1037,2018,10715
25564,1039,2018,36986
25565,1041,2018,13824
25566,1043,2018,83442
25567,1045,2018,48956
25568,1047,2018,38310
25569,1049,2018,71385
25570,1051,2018,81887
25571,1053,2018,36748
25572,1055,2018,102501
25573,1057,2018,16433
25574,1059,2018,31363
25575,1061,2018,26314
25576,1063,2018,8233
25577,1065,2018,14726
25578,1067,2018,17209
25579,1069,2018,104722
25580,1071,2018,51736
25581,1073,2018,659300
25582,1075,2018,13844
25583,1077,2018,92387
25584,1079,2018,32957
25585,1081,2018,163941
25586,1083,2018,96174
25587,1085,2018,9974
25588,1087,2018,18439
25589,1089,2018,366519
25590,1091,2018,19066
25591,1093,2018,29763
25592,1095,2018,96109
25593,1097,2018,413757
25594,1099,2018,21067
25595,1101,2018,225763
25596,1103,2018,119089
25597,1105,2018,9140
25598,1107,2018,19938
25599,1109,2018,33338
25600,1111,2018,22725
25601,1113,2018,57781
25602,1115,2018,88690
25603,1117,2018,215707
25604,1119,2018,12691
25605,1121,2018,79828
25606,1123,2018,40497
25607,1125,2018,208911
25608,1127,2018,63711
25609,1129,2018,16378
25610,1131,2018,10627
25611,1133,2018,23660
25612,2000,2018,737438
25613,2013,2018,3515
25614,2016,2018,5723
25615,2020,2018,291538
25616,2050,2018,18216
25617,2060,2018,877
25618,2068,2018,2059
25619,2070,2018,5000
25620,2090,2018,98971
25621,2100,2018,2474
25622,2105,2018,2151
25623,2110,2018,32113
25624,2122,2018,58533
25625,2130,2018,13918
25626,2150,2018,13345
25627,2158,2018,8303
25628,2164,2018,1587
25629,2170,2018,107610
25630,2180,2018,10008
25631,2185,2018,9872
25632,2188,2018,7671
25633,2195,2018,3221
25634,2198,2018,6422
25635,2220,2018,8647
25636,2230,2018,1148
25637,2240,2018,6918
25638,2261,2018,9164
25639,2275,2018,2503
25640,2282,2018,604
25641,2290,2018,5327
25642,4000,2018,7171646
25643,4001,2018,71818
25644,4003,2018,126770
25645,4005,2018,142854
25646,4007,2018,53889
25647,4009,2018,38072
25648,4011,2018,9483
25649,4012,2018,21098
25650,4013,2018,4410824
25651,4015,2018,209550
25652,4017,2018,110445
25653,4019,2018,1039073
25654,4021,2018,447138
25655,4023,2018,46511
25656,4025,2018,231993
25657,4027,2018,212128
25658,5000,2018,3013825
25659,5001,2018,17769
25660,5003,2018,20046
25661,5005,2018,41619
25662,5007,2018,272608
25663,5009,2018,37480
25664,5011,2018,10897
25665,5013,2018,5277
25666,5015,2018,28223
25667,5017,2018,10438
25668,5019,2018,22061
25669,5021,2018,14847
25670,5023,2018,24965
25671,5025,2018,8018
25672,5027,2018,23537
25673,5029,2018,20891
25674,5031,2018,108558
25675,5033,2018,63406
25676,5035,2018,48342
25677,5037,2018,16676
25678,5039,2018,7182
25679,5041,2018,11512
25680,5043,2018,18328
25681,5045,2018,124806
25682,5047,2018,17810
25683,5049,2018,12269
25684,5051,2018,99154
25685,5053,2018,18188
25686,5055,2018,45325
25687,5057,2018,21741
25688,5059,2018,33701
25689,5061,2018,13341
25690,5063,2018,37678
25691,5065,2018,13593
25692,5067,2018,16811
25693,5069,2018,68114
25694,5071,2018,26742
25695,5073,2018,6682
25696,5075,2018,16434
25697,5077,2018,8985
25698,5079,2018,13383
25699,5081,2018,12326
25700,5083,2018,21737
25701,5085,2018,73657
25702,5087,2018,16481
25703,5089,2018,16722
25704,5091,2018,43592
25705,5093,2018,41239
25706,5095,2018,6900
25707,5097,2018,8924
25708,5099,2018,8326
25709,5101,2018,7805
25710,5103,2018,23606
25711,5105,2018,10352
25712,5107,2018,18029
25713,5109,2018,10673
25714,5111,2018,23974
25715,5113,2018,20049
25716,5115,2018,64000
25717,5117,2018,8074
25718,5119,2018,392680
25719,5121,2018,17948
25720,5123,2018,25439
25721,5125,2018,121421
25722,5127,2018,10319
25723,5129,2018,7958
25724,5131,2018,127753
25725,5133,2018,17139
25726,5135,2018,17366
25727,5137,2018,12457
25728,5139,2018,39126
25729,5141,2018,16603
25730,5143,2018,236961
25731,5145,2018,78727
25732,5147,2018,6490
25733,5149,2018,21535
25734,6000,2018,39557045
25735,6001,2018,1666753
25736,6003,2018,1101
25737,6005,2018,39383
25738,6007,2018,231256
25739,6009,2018,45602
25740,6011,2018,21627
25741,6013,2018,1150215
25742,6015,2018,27828
25743,6017,2018,190678
25744,6019,2018,994400
25745,6021,2018,28047
25746,6023,2018,136373
25747,6025,2018,181827
25748,6027,2018,17987
25749,6029,2018,896764
25750,6031,2018,151366
25751,6033,2018,64382
25752,6035,2018,30802
25753,6037,2018,10105518
25754,6039,2018,157672
25755,6041,2018,259666
25756,6043,2018,17471
25757,6045,2018,87606
25758,6047,2018,274765
25759,6049,2018,8777
25760,6051,2018,14250
25761,6053,2018,435594
25762,6055,2018,139417
25763,6057,2018,99696
25764,6059,2018,3185968
25765,6061,2018,393149
25766,6063,2018,18804
25767,6065,2018,2450758
25768,6067,2018,1540975
25769,6069,2018,61537
25770,6071,2018,2171603
25771,6073,2018,3343364
25772,6075,2018,883305
25773,6077,2018,752660
25774,6079,2018,284010
25775,6081,2018,769545
25776,6083,2018,446527
25777,6085,2018,1937570
25778,6087,2018,274255
25779,6089,2018,180040
25780,6091,2018,2987
25781,6093,2018,43724
25782,6095,2018,446610
25783,6097,2018,499942
25784,6099,2018,549815
25785,6101,2018,96807
25786,6103,2018,63916
25787,6105,2018,12535
25788,6107,2018,465861
25789,6109,2018,54539
25790,6111,2018,850967
25791,6113,2018,220408
25792,6115,2018,78041
25793,8000,2018,5695564
25794,8001,2018,511868
25795,8003,2018,16683
25796,8005,2018,651215
25797,8007,2018,13765
25798,8009,2018,3585
25799,8011,2018,5882
25800,8013,2018,326078
25801,8014,2018,69267
25802,8015,2018,20027
25803,8017,2018,1876
25804,8019,2018,9605
25805,8021,2018,8200
25806,8023,2018,3828
25807,8025,2018,5858
25808,8027,2018,4954
25809,8029,2018,30953
25810,8031,2018,716492
25811,8033,2018,2074
25812,8035,2018,342776
25813,8037,2018,54993
25814,8039,2018,26282
25815,8041,2018,713856
25816,8043,2018,48021
25817,8045,2018,59770
25818,8047,2018,6121
25819,8049,2018,15525
25820,8051,2018,17246
25821,8053,2018,811
25822,8055,2018,6889
25823,8057,2018,1399
25824,8059,2018,580233
25825,8061,2018,1383
25826,8063,2018,7163
25827,8065,2018,7824
25828,8067,2018,56310
25829,8069,2018,350518
25830,8071,2018,14503
25831,8073,2018,5610
25832,8075,2018,21528
25833,8077,2018,153207
25834,8079,2018,776
25835,8081,2018,13188
25836,8083,2018,26158
25837,8085,2018,42214
25838,8087,2018,28558
25839,8089,2018,18432
25840,8091,2018,4833
25841,8093,2018,18556
25842,8095,2018,4286
25843,8097,2018,17950
25844,8099,2018,12164
25845,8101,2018,167529
25846,8103,2018,6336
25847,8105,2018,11250
25848,8107,2018,25733
25849,8109,2018,6843
25850,8111,2018,762
25851,8113,2018,8191
25852,8115,2018,2303
25853,8117,2018,31007
25854,8119,2018,25083
25855,8121,2018,4909
25856,8123,2018,314305
25857,8125,2018,10020
25858,9000,2018,3572665
25859,9001,2018,943823
25860,9003,2018,892697
25861,9005,2018,181111
25862,9007,2018,162682
25863,9009,2018,857620
25864,9011,2018,266784
25865,9013,2018,150921
25866,9015,2018,117027
25867,10000,2018,967171
25868,10001,2018,178550
25869,10003,2018,559335
25870,10005,2018,229286
25871,11000,2018,702455
25872,11001,2018,702455
25873,12000,2018,21299325
25874,12001,2018,269956
25875,12003,2018,28355
25876,12005,2018,185287
25877,12007,2018,27732
25878,12009,2018,596849
25879,12011,2018,1951260
25880,12013,2018,14587
25881,12015,2018,184998
25882,12017,2018,147929
25883,12019,2018,216072
25884,12021,2018,378488
25885,12023,2018,70503
25886,12027,2018,37489
25887,12029,2018,16700
25888,12031,2018,950181
25889,12033,2018,315534
25890,12035,2018,112067
25891,12037,2018,11736
25892,12039,2018,45894
25893,12041,2018,18256
25894,12043,2018,13724
25895,12045,2018,16164
25896,12047,2018,14310
25897,12049,2018,27245
25898,12051,2018,41556
25899,12053,2018,190865
25900,12055,2018,105424
25901,12057,2018,1436888
25902,12059,2018,19477
25903,12061,2018,157413
25904,12063,2018,48305
25905,12065,2018,14288
25906,12067,2018,8732
25907,12069,2018,356495
25908,12071,2018,754610
25909,12073,2018,292502
25910,12075,2018,40770
25911,12077,2018,8457
25912,12079,2018,18529
25913,12081,2018,394855
25914,12083,2018,359977
25915,12085,2018,160912
25916,12086,2018,2761581
25917,12087,2018,75027
25918,12089,2018,85832
25919,12091,2018,207269
25920,12093,2018,41537
25921,12095,2018,1380645
25922,12097,2018,367990
25923,12099,2018,1485941
25924,12101,2018,539630
25925,12103,2018,975280
25926,12105,2018,708009
25927,12107,2018,74163
25928,12109,2018,254261
25929,12111,2018,321128
25930,12113,2018,179349
25931,12115,2018,426718
25932,12117,2018,467832
25933,12119,2018,128754
25934,12121,2018,44191
25935,12123,2018,21623
25936,12125,2018,14940
25937,12127,2018,547538
25938,12129,2018,32461
25939,12131,2018,71375
25940,12133,2018,24880
25941,13000,2018,10519475
25942,13001,2018,18507
25943,13003,2018,8297
25944,13005,2018,11185
25945,13007,2018,3092
25946,13009,2018,44823
25947,13011,2018,18988
25948,13013,2018,80809
25949,13015,2018,106408
25950,13017,2018,16787
25951,13019,2018,19252
25952,13021,2018,153095
25953,13023,2018,12838
25954,13025,2018,18897
25955,13027,2018,15513
25956,13029,2018,38109
25957,13031,2018,77296
25958,13033,2018,22423
25959,13035,2018,24193
25960,13037,2018,6352
25961,13039,2018,53677
25962,13043,2018,10836
25963,13045,2018,118121
25964,13047,2018,67420
25965,13049,2018,12968
25966,13051,2018,289195
25967,13053,2018,10684
25968,13055,2018,24790
25969,13057,2018,254149
25970,13059,2018,127330
25971,13061,2018,2887
25972,13063,2018,289615
25973,13065,2018,6648
25974,13067,2018,756865
25975,13069,2018,43093
25976,13071,2018,45592
25977,13073,2018,154291
25978,13075,2018,17162
25979,13077,2018,145864
25980,13079,2018,12318
25981,13081,2018,22601
25982,13083,2018,16226
25983,13085,2018,25083
25984,13087,2018,26575
25985,13089,2018,756558
25986,13091,2018,20705
25987,13093,2018,13706
25988,13095,2018,91243
25989,13097,2018,145331
25990,13099,2018,10247
25991,13101,2018,4000
25992,13103,2018,62190
25993,13105,2018,19120
25994,13107,2018,22612
25995,13109,2018,10721
25996,13111,2018,25964
25997,13113,2018,113459
25998,13115,2018,97927
25999,13117,2018,236612
26000,13119,2018,23023
26001,13121,2018,1050114
26002,13123,2018,30816
26003,13125,2018,2995
26004,13127,2018,85219
26005,13129,2018,57685
26006,13131,2018,24748
26007,13133,2018,17698
26008,13135,2018,927781
26009,13137,2018,45388
26010,13139,2018,202148
26011,13141,2018,8348
26012,13143,2018,29533
26013,13145,2018,34475
26014,13147,2018,26099
26015,13149,2018,11879
26016,13151,2018,230220
26017,13153,2018,155469
26018,13155,2018,9398
26019,13157,2018,70422
26020,13159,2018,14040
26021,13161,2018,15029
26022,13163,2018,15430
26023,13165,2018,8683
26024,13167,2018,9708
26025,13169,2018,28616
26026,13171,2018,19000
26027,13173,2018,10340
26028,13175,2018,47325
26029,13177,2018,29764
26030,13179,2018,61497
26031,13181,2018,7915
26032,13183,2018,18998
26033,13185,2018,116321
26034,13187,2018,32955
26035,13189,2018,21531
26036,13191,2018,14340
26037,13193,2018,13143
26038,13195,2018,29650
26039,13197,2018,8351
26040,13199,2018,21068
26041,13201,2018,5686
26042,13205,2018,22192
26043,13207,2018,27520
26044,13209,2018,9193
26045,13211,2018,18853
26046,13213,2018,39921
26047,13215,2018,194160
26048,13217,2018,109541
26049,13219,2018,39272
26050,13221,2018,15054
26051,13223,2018,164044
26052,13225,2018,27297
26053,13227,2018,31980
26054,13229,2018,19389
26055,13231,2018,18634
26056,13233,2018,42470
26057,13235,2018,11069
26058,13237,2018,21809
26059,13239,2018,2279
26060,13241,2018,16867
26061,13243,2018,6833
26062,13245,2018,201554
26063,13247,2018,90594
26064,13249,2018,5236
26065,13251,2018,13938
26066,13253,2018,8315
26067,13255,2018,66100
26068,13257,2018,26035
26069,13259,2018,6199
26070,13261,2018,29733
26071,13263,2018,6272
26072,13265,2018,1608
26073,13267,2018,25391
26074,13269,2018,8039
26075,13271,2018,15876
26076,13273,2018,8611
26077,13275,2018,44448
26078,13277,2018,40571
26079,13279,2018,26887
26080,13281,2018,11852
26081,13283,2018,6809
26082,13285,2018,70034
26083,13287,2018,7912
26084,13289,2018,8188
26085,13291,2018,24001
26086,13293,2018,26215
26087,13295,2018,69410
26088,13297,2018,93503
26089,13299,2018,35680
26090,13301,2018,5251
26091,13303,2018,20386
26092,13305,2018,29808
26093,13307,2018,2611
26094,13309,2018,7879
26095,13311,2018,29970
26096,13313,2018,104062
26097,13315,2018,8812
26098,13317,2018,9876
26099,13319,2018,9036
26100,13321,2018,20299
26101,15000,2018,1420491
26102,15001,2018,200983
26103,15003,2018,980080
26104,15005,2018,88
26105,15007,2018,72133
26106,15009,2018,167207
26107,16000,2018,1754208
26108,16001,2018,469966
26109,16003,2018,4250
26110,16005,2018,87138
26111,16007,2018,6050
26112,16009,2018,9226
26113,16011,2018,46236
26114,16013,2018,22601
26115,16015,2018,7634
26116,16017,2018,44727
26117,16019,2018,116854
26118,16021,2018,11948
26119,16023,2018,2611
26120,16025,2018,1127
26121,16027,2018,223499
26122,16029,2018,7060
26123,16031,2018,23864
26124,16033,2018,852
26125,16035,2018,8758
26126,16037,2018,4280
26127,16039,2018,27259
26128,16041,2018,13726
26129,16043,2018,13168
26130,16045,2018,17634
26131,16047,2018,15196
26132,16049,2018,16513
26133,16051,2018,29439
26134,16053,2018,24015
26135,16055,2018,161505
26136,16057,2018,40134
26137,16059,2018,7961
26138,16061,2018,3861
26139,16063,2018,5360
26140,16065,2018,39304
26141,16067,2018,20825
26142,16069,2018,40408
26143,16071,2018,4488
26144,16073,2018,11693
26145,16075,2018,23551
26146,16077,2018,7768
26147,16079,2018,12796
26148,16081,2018,11640
26149,16083,2018,86081
26150,16085,2018,11041
26151,16087,2018,10161
26152,17000,2018,12741080
26153,17001,2018,65691
26154,17003,2018,6060
26155,17005,2018,16630
26156,17007,2018,53577
26157,17009,2018,6556
26158,17011,2018,32993
26159,17013,2018,4802
26160,17015,2018,14312
26161,17017,2018,12260
26162,17019,2018,209983
26163,17021,2018,32661
26164,17023,2018,15596
26165,17025,2018,13253
26166,17027,2018,37639
26167,17029,2018,50885
26168,17031,2018,5180493
26169,17033,2018,18807
26170,17035,2018,10808
26171,17037,2018,104143
26172,17039,2018,15769
26173,17041,2018,19479
26174,17043,2018,928589
26175,17045,2018,17360
26176,17047,2018,6392
26177,17049,2018,34208
26178,17051,2018,21416
26179,17053,2018,13264
26180,17055,2018,38701
26181,17057,2018,34844
26182,17059,2018,5058
26183,17061,2018,13044
26184,17063,2018,50972
26185,17065,2018,8163
26186,17067,2018,17844
26187,17069,2018,3910
26188,17071,2018,6709
26189,17073,2018,49090
26190,17075,2018,27604
26191,17077,2018,57419
26192,17079,2018,9611
26193,17081,2018,37820
26194,17083,2018,21847
26195,17085,2018,21366
26196,17087,2018,12456
26197,17089,2018,534216
26198,17091,2018,110024
26199,17093,2018,127915
26200,17095,2018,50112
26201,17097,2018,700832
26202,17099,2018,109430
26203,17101,2018,15765
26204,17103,2018,34223
26205,17105,2018,35761
26206,17107,2018,28925
26207,17109,2018,29955
26208,17111,2018,308570
26209,17113,2018,172828
26210,17115,2018,104712
26211,17117,2018,45313
26212,17119,2018,264461
26213,17121,2018,37620
26214,17123,2018,11534
26215,17125,2018,13565
26216,17127,2018,14080
26217,17129,2018,12288
26218,17131,2018,15601
26219,17133,2018,34335
26220,17135,2018,28601
26221,17137,2018,33976
26222,17139,2018,14717
26223,17141,2018,50923
26224,17143,2018,180621
26225,17145,2018,21174
26226,17147,2018,16396
26227,17149,2018,15611
26228,17151,2018,4212
26229,17153,2018,5463
26230,17155,2018,5740
26231,17157,2018,32106
26232,17159,2018,15763
26233,17161,2018,143477
26234,17163,2018,261059
26235,17165,2018,23906
26236,17167,2018,195348
26237,17169,2018,6907
26238,17171,2018,4926
26239,17173,2018,21741
26240,17175,2018,5427
26241,17177,2018,44753
26242,17179,2018,132328
26243,17181,2018,16841
26244,17183,2018,76806
26245,17185,2018,11549
26246,17187,2018,17032
26247,17189,2018,13995
26248,17191,2018,16332
26249,17193,2018,13665
26250,17195,2018,55626
26251,17197,2018,692310
26252,17199,2018,67056
26253,17201,2018,284081
26254,17203,2018,38463
26255,18000,2018,6691878
26256,18001,2018,35636
26257,18003,2018,375351
26258,18005,2018,82753
26259,18007,2018,8653
26260,18009,2018,11930
26261,18011,2018,66999
26262,18013,2018,15234
26263,18015,2018,20127
26264,18017,2018,37955
26265,18019,2018,117360
26266,18021,2018,26170
26267,18023,2018,32250
26268,18025,2018,10558
26269,18027,2018,33147
26270,18029,2018,49568
26271,18031,2018,26794
26272,18033,2018,43226
26273,18035,2018,114772
26274,18037,2018,42565
26275,18039,2018,205560
26276,18041,2018,23047
26277,18043,2018,77781
26278,18045,2018,16351
26279,18047,2018,22736
26280,18049,2018,20092
26281,18051,2018,33452
26282,18053,2018,65936
26283,18055,2018,32006
26284,18057,2018,330086
26285,18059,2018,76351
26286,18061,2018,40350
26287,18063,2018,167009
26288,18065,2018,48271
26289,18067,2018,82366
26290,18069,2018,36240
26291,18071,2018,44111
26292,18073,2018,33370
26293,18075,2018,20764
26294,18077,2018,32208
26295,18079,2018,27611
26296,18081,2018,156225
26297,18083,2018,36895
26298,18085,2018,79344
26299,18087,2018,39330
26300,18089,2018,484411
26301,18091,2018,110007
26302,18093,2018,45668
26303,18095,2018,129641
26304,18097,2018,954670
26305,18099,2018,46248
26306,18101,2018,10217
26307,18103,2018,35567
26308,18105,2018,146917
26309,18107,2018,38346
26310,18109,2018,70116
26311,18111,2018,14011
26312,18113,2018,47532
26313,18115,2018,5844
26314,18117,2018,19489
26315,18119,2018,20845
26316,18121,2018,16927
26317,18123,2018,19102
26318,18125,2018,12410
26319,18127,2018,169594
26320,18129,2018,25540
26321,18131,2018,12469
26322,18133,2018,37779
26323,18135,2018,24851
26324,18137,2018,28523
26325,18139,2018,16663
26326,18141,2018,270771
26327,18143,2018,23878
26328,18145,2018,44593
26329,18147,2018,20327
26330,18149,2018,22935
26331,18151,2018,34586
26332,18153,2018,20690
26333,18155,2018,10717
26334,18157,2018,193048
26335,18159,2018,15128
26336,18161,2018,7037
26337,18163,2018,180974
26338,18165,2018,15479
26339,18167,2018,107386
26340,18169,2018,31280
26341,18171,2018,8263
26342,18173,2018,62567
26343,18175,2018,27943
26344,18177,2018,65936
26345,18179,2018,28206
26346,18181,2018,24133
26347,18183,2018,34074
26348,19000,2018,3156145
26349,19001,2018,7063
26350,19003,2018,3645
26351,19005,2018,13832
26352,19007,2018,12437
26353,19009,2018,5506
26354,19011,2018,25642
26355,19013,2018,132408
26356,19015,2018,26346
26357,19017,2018,24947
26358,19019,2018,21199
26359,19021,2018,19874
26360,19023,2018,14539
26361,19025,2018,9699
26362,19027,2018,20154
26363,19029,2018,12930
26364,19031,2018,18627
26365,19033,2018,42647
26366,19035,2018,11321
26367,19037,2018,11964
26368,19039,2018,9423
26369,19041,2018,16134
26370,19043,2018,17556
26371,19045,2018,46518
26372,19047,2018,17158
26373,19049,2018,90180
26374,19051,2018,9017
26375,19053,2018,7890
26376,19055,2018,17069
26377,19057,2018,39138
26378,19059,2018,17153
26379,19061,2018,96854
26380,19063,2018,9253
26381,19065,2018,19660
26382,19067,2018,15761
26383,19069,2018,10124
26384,19071,2018,6993
26385,19073,2018,8981
26386,19075,2018,12304
26387,19077,2018,10720
26388,19079,2018,14952
26389,19081,2018,10712
26390,19083,2018,16868
26391,19085,2018,14134
26392,19087,2018,20067
26393,19089,2018,9187
26394,19091,2018,9547
26395,19093,2018,6841
26396,19095,2018,16141
26397,19097,2018,19432
26398,19099,2018,37147
26399,19101,2018,18381
26400,19103,2018,151260
26401,19105,2018,20744
26402,19107,2018,10225
26403,19109,2018,14908
26404,19111,2018,34055
26405,19113,2018,225909
26406,19115,2018,11169
26407,19117,2018,8645
26408,19119,2018,11811
26409,19121,2018,16249
26410,19123,2018,22000
26411,19125,2018,33407
26412,19127,2018,39981
26413,19129,2018,15063
26414,19131,2018,10569
26415,19133,2018,8679
26416,19135,2018,7790
26417,19137,2018,10003
26418,19139,2018,42929
26419,19141,2018,13840
26420,19143,2018,6040
26421,19145,2018,15249
26422,19147,2018,8929
26423,19149,2018,25095
26424,19151,2018,6740
26425,19153,2018,487204
26426,19155,2018,93533
26427,19157,2018,18699
26428,19159,2018,4968
26429,19161,2018,9719
26430,19163,2018,173283
26431,19165,2018,11578
26432,19167,2018,34909
26433,19169,2018,98105
26434,19171,2018,16904
26435,19173,2018,6191
26436,19175,2018,12359
26437,19177,2018,7020
26438,19179,2018,35205
26439,19181,2018,51056
26440,19183,2018,22141
26441,19185,2018,6401
26442,19187,2018,36277
26443,19189,2018,10518
26444,19191,2018,20029
26445,19193,2018,102539
26446,19195,2018,7453
26447,19197,2018,12690
26448,20000,2018,2911505
26449,20001,2018,12444
26450,20003,2018,7878
26451,20005,2018,16193
26452,20007,2018,4472
26453,20009,2018,26111
26454,20011,2018,14653
26455,20013,2018,9598
26456,20015,2018,66765
26457,20017,2018,2629
26458,20019,2018,3309
26459,20021,2018,20015
26460,20023,2018,2660
26461,20025,2018,2005
26462,20027,2018,7997
26463,20029,2018,8729
26464,20031,2018,8233
26465,20033,2018,1748
26466,20035,2018,35218
26467,20037,2018,39019
26468,20039,2018,2871
26469,20041,2018,18717
26470,20043,2018,7682
26471,20045,2018,121436
26472,20047,2018,2849
26473,20049,2018,2508
26474,20051,2018,28710
26475,20053,2018,6196
26476,20055,2018,36611
26477,20057,2018,33888
26478,20059,2018,25631
26479,20061,2018,32594
26480,20063,2018,2612
26481,20065,2018,2492
26482,20067,2018,7336
26483,20069,2018,6033
26484,20071,2018,1227
26485,20073,2018,6055
26486,20075,2018,2607
26487,20077,2018,5506
26488,20079,2018,34210
26489,20081,2018,3997
26490,20083,2018,1818
26491,20085,2018,13280
26492,20087,2018,18975
26493,20089,2018,2841
26494,20091,2018,597555
26495,20093,2018,3943
26496,20095,2018,7310
26497,20097,2018,2516
26498,20099,2018,19964
26499,20101,2018,1560
26500,20103,2018,81352
26501,20105,2018,3023
26502,20107,2018,9750
26503,20109,2018,2844
26504,20111,2018,33406
26505,20113,2018,28537
26506,20115,2018,11950
26507,20117,2018,9722
26508,20119,2018,4146
26509,20121,2018,33680
26510,20123,2018,6150
26511,20125,2018,32120
26512,20127,2018,5521
26513,20129,2018,2667
26514,20131,2018,10155
26515,20133,2018,15951
26516,20135,2018,2840
26517,20137,2018,5430
26518,20139,2018,15941
26519,20141,2018,3475
26520,20143,2018,5802
26521,20145,2018,6562
26522,20147,2018,5317
26523,20149,2018,24277
26524,20151,2018,9378
26525,20153,2018,2508
26526,20155,2018,62342
26527,20157,2018,4664
26528,20159,2018,9531
26529,20161,2018,73703
26530,20163,2018,5013
26531,20165,2018,3093
26532,20167,2018,6907
26533,20169,2018,54401
26534,20171,2018,4897
26535,20173,2018,513607
26536,20175,2018,21780
26537,20177,2018,177499
26538,20179,2018,2533
26539,20181,2018,5899
26540,20183,2018,3603
26541,20185,2018,4178
26542,20187,2018,1987
26543,20189,2018,5559
26544,20191,2018,22996
26545,20193,2018,7711
26546,20195,2018,2793
26547,20197,2018,6899
26548,20199,2018,1503
